purchase_order_id,product_id,supplier_id,order_date,unit_price,quantity
1726,25,3,2024-07-17,94.86,208.0
1727,7,2,2024-12-08,106.27,74.0
1728,11,1,2024-08-27,95.12,364.0
1729,4,2,2024-05-18,114.5,162.0
1730,8,2,2024-05-01,98.23,161.0
1731,20,2,2024-02-18,75.67,394.0
1732,29,1,2024-10-30,93.06,490.0
1733,33,3,2024-04-24,144.23,60.0
1734,5,1,2024-12-08,124.72,26.0
1735,42,2,2024-09-07,76.77,362.0
1736,45,2,2024-01-07,135.57,25.0
1737,46,3,2024-08-06,102.74,258.0
1738,10,2,2024-03-17,90.23,346.0
1739,43,1,2024-06-27,94.37,340.0
1740,34,3,2024-05-24,101.14,3.0
1741,26,3,2024-06-02,121.68,288.0
1742,41,3,2024-04-30,103.8,null
1743,49,1,2024-05-03,106.67,280.0
1744,3,1,2024-05-29,843.0354320542382,306.0
1745,6,1,2024-09-24,92.02,427.0
1746,5,2,2024-11-22,106.05,248.0
1747,5,3,2024-01-01,108.78,44.0
1748,33,2,2024-06-09,102.69,33.0
1749,47,2,2024-08-31,109.98,294.0
1750,23,3,2024-09-07,86.18,112.0
1751,49,2,2024-03-04,119.6,308.0
1752,9,2,2024-10-25,88.92,291.0
1753,35,2,2024-09-04,109.09,273.0
1754,20,1,2024-10-23,104.21,314.0
1755,49,1,2024-04-24,86.27,304.0
1756,42,1,2024-10-21,132.45,43.0
1757,35,1,2024-01-01,134.33,304.0
1758,50,1,2024-02-10,81.58,44.0
1759,18,2,2024-06-21,115.99,289.0
1760,17,2,2024-03-28,97.55,459.0
1761,24,1,2024-04-07,86.52,87.0
1762,3,2,2024-03-28,107.37,230.0
1763,32,2,2024-09-07,116.68,480.0
1764,35,2,2024-11-30,103.22,83.0
1765,38,2,2024-05-20,92.73,204.0
1766,13,3,2024-03-11,126.59,476.0
1767,47,3,2024-05-16,127.31,130.0
1768,25,1,2024-04-08,86.34,138.0
1769,9,2,2024-05-30,101.82,83.0
1770,4,2,2024-06-23,68.42,412.0
1771,14,3,2024-06-15,116.71,175.0
1772,37,3,2024-12-08,126.55,136.0
1773,34,2,2024-09-13,107.79,107.0
1774,11,3,2024-08-11,79.29,151.0
1775,41,3,2024-11-25,132.31,432.0
1776,3,2,2024-03-05,140.61,109.0
1777,28,2,2024-03-09,91.36,222.0
1778,29,3,2024-03-07,108.91,348.0
1779,9,2,2024-02-19,116.33,319.0
1780,3,3,2024-11-09,115.75,333.0
1781,25,2,2024-11-04,100.96,247.0
1782,34,2,2024-03-31,135.96,37.0
1783,12,3,2024-04-24,68.69,268.0
1784,42,2,2024-02-26,68.95,74.0
1785,9,3,2024-12-07,99.69,115.0
1786,15,2,2024-01-18,134.87,81.0
1787,40,3,2024-09-28,123.19,193.0
1788,25,2,2024-05-09,70.13,214.0
1789,5,2,2024-09-25,156.87,15.0
1790,11,3,2024-03-20,111.09,336.0
1791,34,2,2024-10-25,76.96,84.0
1792,24,1,2024-11-05,98.16,375.0
1793,15,2,2024-07-20,119.34,266.0
1794,38,2,2024-08-12,125.05,298.0
1795,8,3,2024-06-07,98.68,154.0
1796,5,2,2024-07-22,110.44,305.0
1797,48,2,2024-05-16,97.5,253.0
1798,26,1,2024-03-13,98.68,407.0
1799,18,2,2024-02-17,114.5,448.0
1800,6,1,2024-01-18,128.81,273.0
1801,37,3,2024-09-23,77.25,418.0
1802,48,1,2024-12-05,95.34,361.0
1803,13,2,2024-01-19,87.96,313.0
1804,28,2,2024-04-09,79.84,342.0
1805,5,1,2024-04-25,78.82,132.0
1806,13,2,2024-12-11,100.5,199.0
1807,17,3,2024-03-14,null,325.0
1808,50,2,2024-10-06,77.87,351.0
1809,40,1,2024-09-25,96.41,83.0
1810,45,3,2024-05-04,80.41,452.0
1811,32,2,2024-04-25,110.17,306.0
1812,29,3,2024-06-22,90.42,126.0
1813,42,1,2024-06-29,76.11,214.0
1814,3,2,2024-08-13,146.51,323.0
1815,40,3,2024-06-05,57.34,215.0
1816,34,3,2024-06-12,117.13,452.0
1817,40,2,2024-03-11,106.92,238.0
1818,27,3,2024-08-09,90.31,88.0
1819,13,3,2024-05-05,81.85,384.0
1820,45,1,2024-05-24,134.57,443.0
1821,33,1,2024-06-24,142.48,462.0
1822,6,1,2024-05-31,94.14,113.0
1823,24,1,2024-06-30,91.24,105.0
1824,19,1,2024-12-12,122.57,371.0
1825,16,1,2024-03-25,95.08,63.0
1826,40,2,2024-12-29,111.67,451.0
1827,28,1,2024-04-30,111.16,239.0
1828,33,3,2024-05-08,100.75,469.0
1829,48,2,2024-01-06,103.3,26.0
1830,41,3,2024-11-29,107.39,128.0
1831,13,1,2024-07-01,78.23,1.0
1832,43,1,2024-02-07,86.41,94.0
1833,45,3,2024-04-25,104.52,371.0
1834,25,3,2024-04-11,90.91,452.0
1835,5,3,2024-01-08,155.55,462.0
1836,42,2,2024-08-05,102.65,402.0
1837,36,2,2024-07-25,65.24,12.0
1838,27,2,2024-03-18,43.72,166.0
1839,38,2,2024-02-24,116.42,298.0
1840,7,2,2024-10-30,102.83,420.0
1841,5,1,2024-08-15,128.81,272.0
1842,43,3,2024-03-28,87.12,449.0
1843,45,1,2024-01-10,97.59,67.0
1844,42,3,2024-11-03,105.58,167.0
1845,31,1,2024-10-16,96.9,254.0
1846,23,2,2024-06-12,95.25,null
1847,42,2,2024-08-26,114.51,253.0
1848,10,1,2024-11-12,83.32,246.0
1849,32,3,2024-05-23,110.71,59.0
1850,43,1,2024-11-30,136.57,463.0
1851,5,2,2024-01-18,133.1,294.0
1852,30,2,2024-03-11,63.88,144.0
1853,39,1,2024-06-23,90.2,209.0
1854,31,2,2024-12-07,105.81,226.0
1855,18,3,2024-10-14,125.56,458.0
1856,36,2,2024-10-25,104.2,395.0
1857,2,2,2024-12-04,125.6,284.0
1858,14,1,2024-09-04,86.61,91.0
1859,13,2,2024-07-11,106.6,486.0
1860,29,2,2024-11-20,107.1,466.0
1861,12,3,2024-11-01,126.27,111.0
1862,39,2,2024-09-24,118.17,240.0
1863,2,3,2024-07-22,113.8,350.0
1864,32,2,2024-12-06,116.99,333.0
1865,13,3,2024-05-02,75.81,80.0
1866,46,1,2024-02-27,96.57,386.0
1867,27,2,2024-12-04,79.9,404.0
1868,49,2,2024-07-19,86.94,204.0
1869,41,1,2024-04-21,96.53,477.0
1870,17,2,2024-05-07,54.87,238.0
1871,40,2,2024-02-05,97.25,328.0
1872,31,2,2024-08-21,null,294.0
1873,34,3,2024-11-05,78.88,494.0
1874,24,1,2024-02-16,101.92,184.0
1875,45,1,2024-04-24,92.23,495.0
1876,35,2,2024-09-11,106.83,212.0
1877,48,2,2024-08-10,null,251.0
1878,6,1,2024-05-03,96.49,227.0
1879,19,3,2024-06-08,149.17,167.0
1880,30,2,2024-04-05,112.46,31.0
1881,7,2,2024-04-16,83.08,336.0
1882,10,2,2024-04-29,124.79,151.0
1883,41,2,2024-04-10,130.97,162.0
1884,32,1,2024-04-12,111.97,96.0
1885,34,2,2024-06-14,84.36,273.0
1886,28,2,2024-07-04,120.66,363.0
1887,15,3,2024-02-01,88.45,24.0
1888,30,3,2024-03-06,127.02,419.0
1889,37,2,2024-06-27,95.18,118.0
1890,29,1,2024-09-23,94.41,407.0
1891,22,2,2024-02-06,110.48,392.0
1892,4,2,2024-07-19,128.21,438.0
1893,20,1,2024-12-23,147.36,87.0
1894,32,1,2024-02-18,100.54,405.0
1895,36,2,2024-10-01,91.81,275.0
1896,50,3,2024-06-16,83.59,415.0
1897,4,2,2024-09-19,70.36,50.0
1898,27,2,2024-05-12,79.88,327.0
1899,17,2,2024-10-24,104.71,112.0
1900,12,3,2024-12-09,121.09,280.0
1901,22,2,2024-06-24,81.93,302.0
1902,17,2,2024-01-11,115.74,136.0
1903,10,2,2024-07-19,82.76,333.0
1904,33,3,2024-10-23,85.19,3.0
1905,1,2,2024-01-03,78.61,162.0
1906,22,2,2024-08-01,126.64,77.0
1907,26,2,2024-10-22,132.13,185.0
1908,18,1,2024-11-02,85.42,374.0
1909,50,2,2024-02-01,83.82,58.0
1910,14,2,2024-02-17,112.45,480.0
1911,47,3,2024-11-22,134.56,163.0
1912,29,3,2024-09-08,132.28,21.0
1913,12,2,2024-07-17,92.3,65.0
1914,36,2,2024-03-29,96.33,66.0
1915,35,2,2024-04-18,75.37,441.0
1916,11,1,2024-10-17,92.07,298.0
1917,12,1,2024-04-17,101.93,299.0
1918,7,2,2024-02-09,73.0,282.0
1919,29,3,2024-02-21,89.1,451.0
1920,11,2,2024-04-21,104.44,472.0
1921,33,2,2024-10-21,69.6,410.0
1922,6,1,2024-03-08,109.38,392.0
1923,47,2,2024-07-07,120.41,175.0
1924,15,1,2024-11-27,111.4,165.0
1925,32,1,2024-07-27,90.06,456.0
1926,42,2,2024-03-05,123.44,82.0
1927,11,3,2024-03-02,127.75,146.0
1928,23,2,2024-09-14,106.36,204.0
1929,26,3,2024-05-13,102.98,164.0
1930,34,2,2024-05-01,87.61,104.0
1931,46,2,2024-11-26,91.87,130.0
1932,34,2,2024-06-19,121.44,84.0
1933,29,3,2024-07-28,136.99,120.0
1934,4,2,2024-10-22,91.7,259.0
1935,17,1,2024-03-29,96.57,104.0
1936,35,1,2024-06-15,87.06,364.0
1937,13,1,2024-01-28,91.38,34.0
1938,41,3,2024-08-25,74.84,382.0
1939,39,1,2024-12-01,108.58,369.0
1940,15,2,2024-03-03,74.64,366.0
1941,39,3,2024-09-11,89.04,174.0
1942,29,2,2024-02-10,98.78,446.0
1943,29,2,2024-01-29,73.72,326.0
1944,11,3,2024-10-05,84.52,232.0
1945,11,2,2024-03-20,77.49,185.0
1946,32,2,2024-02-20,121.99,394.0
1947,2,3,2024-04-21,128.49,344.0
1948,47,2,2024-12-26,84.21,18.0
1949,14,3,2024-10-27,155.27,417.0
1950,20,1,2024-03-30,81.32,231.0
1951,22,1,2024-08-16,91.53,135.0
1952,11,2,2024-05-29,109.86,45.0
1953,27,2,2024-08-30,111.75,112.0
1954,3,2,2024-05-17,93.62,492.0
1955,17,2,2024-05-14,121.88,413.0
1956,44,3,2024-03-29,123.97,83.0
1957,28,3,2024-01-15,99.85,422.0
1958,29,2,2024-11-28,97.0,39.0
1959,21,1,2024-12-27,87.79,254.0
1960,47,2,2024-06-22,79.2,409.0
1961,16,1,2024-03-30,83.99,145.0
1962,37,3,2024-07-31,110.89,317.0
1963,20,3,2024-12-08,100.01,51.0
1964,6,3,2024-03-01,95.12,293.0
1965,19,1,2024-12-29,88.58,67.0
1966,5,2,2024-08-07,89.01,24.0
1967,3,2,2024-03-01,99.1,122.0
1968,1,3,2024-11-02,97.52,466.0
1969,38,2,2024-06-14,99.98,49.0
1970,15,1,2024-01-12,91.11,474.0
1971,34,3,2024-08-03,86.58,149.0
1972,35,1,2024-03-17,100.17,459.0
1973,49,1,2024-08-19,113.0,185.0
1974,25,2,2024-04-21,89.83,250.0
1975,24,3,2024-03-06,52.25,425.0
1976,12,2,2024-06-30,72.65,145.0
1977,18,3,2024-07-22,121.49,243.0
1978,15,1,2024-07-24,119.87,365.0
1979,44,2,2024-10-12,null,358.0
1980,16,1,2024-04-14,110.25,149.0
1981,27,3,2024-08-29,120.35,68.0
1982,8,2,2024-08-22,93.14,224.0
1983,46,2,2024-06-24,102.78,210.0
1984,25,2,2024-07-29,84.56,192.0
1985,17,1,2024-01-31,96.49,300.0
1986,29,1,2024-08-22,137.93,124.0
1987,5,2,2024-08-29,83.47,284.0
1988,8,2,2024-06-01,76.7,292.0
1989,15,3,2024-07-14,null,421.0
1990,27,3,2024-09-25,92.0,383.0
1991,46,2,2024-06-18,105.32,300.0
1992,50,2,2024-12-22,115.86,50.0
1993,11,2,2024-11-18,92.51,474.0
1994,7,2,2024-12-01,142.14,369.0
1995,3,3,2024-08-19,124.61,183.0
1996,29,3,2024-07-02,84.73,247.0
1997,44,1,2024-12-24,98.42,88.0
1998,5,1,2024-10-01,110.57,138.0
1999,24,2,2024-02-01,83.42,38.0
2000,3,1,2024-06-25,58.71,49.0
2001,20,2,2024-03-05,138.59,72.0
2002,46,3,2024-07-16,77.86,258.0
2003,15,3,2024-01-27,117.05,44.0
2004,25,1,2024-05-30,114.01,291.0
2005,30,2,2024-10-29,83.68,116.0
2006,14,1,2024-09-24,139.2,149.0
2007,7,2,2024-03-25,101.29,313.0
2008,17,2,2024-03-06,102.76,347.0
2009,44,3,2024-05-12,69.23,279.0
2010,20,2,2024-12-31,57.76,288.0
2011,36,3,2024-03-22,95.15,218.0
2012,9,2,2024-11-14,125.95,71.0
2013,38,1,2024-11-23,62.76,161.0
2014,48,2,2024-04-07,102.91,273.0
2015,22,2,2024-03-13,101.63,127.0
2016,33,1,2024-11-22,124.82,456.0
2017,5,3,2024-01-30,120.33,170.0
2018,5,3,2024-05-04,102.81,17.0
2019,2,1,2024-07-28,98.13,304.0
2020,24,2,2024-09-28,85.6,490.0
2021,8,2,2024-07-31,77.09,239.0
2022,11,2,2024-05-12,87.47,176.0
2023,13,2,2024-06-05,77.86,210.0
2024,17,3,2024-02-16,97.9,484.0
2025,8,2,2024-12-22,99.31,57.0
2026,21,3,2024-12-28,94.51,359.0
2027,18,2,2024-01-22,102.19,189.0
2028,30,1,2024-03-23,90.82,44.0
2029,18,1,2024-08-21,116.83,407.0
2030,46,3,2024-02-29,104.57,460.0
2031,47,3,2024-07-06,90.32,122.0
2032,31,1,2024-02-27,76.67,471.0
2033,38,2,2024-09-15,98.37,309.0
2034,32,1,2024-06-10,122.82,33.0
2035,11,2,2024-10-27,111.79,312.0
2036,45,2,2024-11-01,115.16,28.0
2037,25,1,2024-01-02,114.48,492.0
2038,33,2,2024-09-27,124.31,151.0
2039,38,2,2024-05-22,117.24,63.0
2040,41,2,2024-07-06,102.98,7.0
2041,8,3,2024-12-17,91.86,111.0
2042,11,1,2024-12-06,117.52,130.0
2043,22,3,2024-08-11,51.62,449.0
2044,42,3,2024-06-28,125.35,132.0
2045,24,2,2024-01-23,113.8,8.0
2046,41,2,2024-12-20,132.77,382.0
2047,17,2,2024-02-06,77.61,305.0
2048,12,2,2024-04-16,123.24,29.0
2049,46,2,2024-10-23,113.27,338.0
2050,32,2,2024-08-16,87.85,311.0
2051,15,1,2024-11-08,97.27,421.0
2052,16,2,2024-04-06,95.87,351.0
2053,33,2,2024-10-07,92.7,6.0
2054,22,2,2024-04-19,73.03,492.0
2055,28,1,2024-02-06,123.49,408.0
2056,20,2,2024-02-09,81.07,112.0
2057,33,2,2024-03-25,79.0,105.0
2058,10,3,2024-10-28,123.98,207.0
2059,40,2,2024-07-06,71.95,40.0
2060,32,1,2024-08-27,93.95,268.0
2061,50,3,2024-12-23,80.11,320.0
2062,33,2,2024-12-19,132.73,46.0
2063,2,2,2024-01-19,122.88,241.0
2064,33,1,2024-12-12,83.57,270.0
2065,33,2,2024-11-20,80.06,155.0
2066,41,2,2024-09-17,115.34,116.0
2067,13,3,2024-06-06,108.67,37.0
2068,30,1,2024-10-30,92.92,205.0
2069,33,2,2024-04-21,91.07,null
2070,13,3,2024-05-23,null,486.0
2071,11,2,2024-09-12,118.04,110.0
2072,26,2,2024-01-18,131.41,486.0
2073,22,2,2024-07-02,136.45,318.0
2074,39,2,2024-10-13,85.31,323.0
2075,2,1,2024-05-10,101.16,80.0
2076,38,2,2024-10-07,126.87,76.0
2077,39,3,2024-09-01,82.59,270.0
2078,26,2,2024-01-08,86.36,98.0
2079,46,2,2024-07-11,115.94,498.0
2080,50,3,2024-11-13,90.63,479.0
2081,15,2,2024-01-07,70.49,423.0
2082,34,3,2024-05-15,83.46,389.0
2083,42,1,2024-01-19,119.81,76.0
2084,39,2,2024-05-18,104.98,282.0
2085,44,2,2024-06-25,68.76,81.0
2086,49,2,2024-01-11,87.82,364.0
2087,40,2,2024-02-10,136.45,309.0
2088,11,1,2024-04-23,98.61,63.0
2089,3,2,2024-06-28,95.13,267.0
2090,6,2,2024-07-12,100.16,33.0
2091,9,2,2024-07-14,104.1,297.0
2092,6,2,2024-12-13,92.18,40.0
2093,9,2,2024-08-12,126.81,174.0
2094,39,3,2024-11-26,90.58,260.0
2095,31,2,2024-11-18,119.88,224.0
2096,32,1,2024-09-17,136.45,223.0
2097,41,2,2024-04-25,107.55,267.0
2098,50,2,2024-05-29,79.05,465.0
2099,12,2,2024-04-27,103.76,155.0
2100,8,3,2024-06-13,88.72,264.0
2101,8,2,2024-09-08,117.96,149.0
2102,50,3,2024-09-23,104.14,225.0
2103,28,1,2024-02-13,97.62,383.0
2104,20,2,2024-06-29,79.83,498.0
2105,47,3,2024-03-17,62.78,127.0
2106,7,2,2024-04-25,83.77,5.0
2107,11,2,2024-03-07,113.02,446.0
2108,20,1,2024-01-13,123.66,288.0
2109,16,2,2024-04-01,93.8,345.0
2110,4,2,2024-09-02,81.11,58.0
2111,6,3,2024-09-23,103.79,72.0
2112,22,1,2024-05-18,113.77,155.0
2113,26,1,2024-12-06,115.54,282.0
2114,3,3,2024-08-31,103.89,168.0
2115,41,3,2024-12-06,141.41,29.0
2116,42,1,2024-09-29,125.38,null
2117,14,2,2024-10-30,75.54,82.0
2118,11,1,2024-07-09,70.65,263.0
2119,18,3,2024-04-06,77.39,106.0
2120,33,2,2024-11-26,123.37,277.0
2121,12,2,2024-07-23,65.81,464.0
2122,23,1,2024-05-16,109.15,451.0
2123,12,3,2024-03-17,96.6,352.0
2124,13,2,2024-02-06,75.1,10.0
2125,25,1,2024-10-12,104.98,62.0
2126,45,1,2024-10-29,96.47,224.0
2127,42,2,2024-05-14,116.14,136.0
2128,19,3,2024-05-21,67.46,224.0
2129,39,2,2024-09-10,82.13,114.0
2130,46,1,2024-02-17,82.53,260.0
2131,36,2,2024-09-11,113.23,157.0
2132,45,2,2024-05-13,95.25,396.0
2133,8,2,2024-10-16,123.62,229.0
2134,29,1,2024-07-26,92.02,100.0
2135,39,2,2024-04-10,104.41,255.0
2136,5,1,2024-02-15,129.68,179.0
2137,39,2,2024-03-10,64.54,275.0
2138,32,2,2024-05-15,100.58,229.0
2139,42,2,2024-10-06,99.37,367.0
2140,44,1,2024-03-07,84.24,31.0
2141,18,3,2024-01-04,96.72,108.0
2142,6,2,2024-08-11,106.24,282.0
2143,18,1,2024-01-01,85.08,109.0
2144,19,1,2024-10-16,101.11,390.0
2145,22,1,2024-04-18,79.61,29.0
2146,37,2,2024-09-21,95.91,17.0
2147,32,3,2024-03-03,118.57,404.0
2148,41,2,2024-09-22,119.51,170.0
2149,3,2,2024-05-17,123.46,366.0
2150,28,2,2024-02-13,97.97,175.0
2151,10,1,2024-09-18,93.47,74.0
2152,42,2,2024-08-03,114.76,454.0
2153,35,1,2024-04-30,123.34,240.0
2154,29,3,2024-05-31,101.67,96.0
2155,33,2,2024-07-31,130.24,2.0
2156,15,2,2024-08-21,114.21,202.0
2157,33,2,2024-12-16,88.58,37.0
2158,7,1,2024-04-20,91.0,91.0
2159,12,1,2024-12-26,99.19,233.0
2160,49,2,2024-11-15,68.59,147.0
2161,30,2,2024-08-09,88.93,499.0
2162,21,3,2024-08-13,122.82,297.0
2163,31,3,2024-07-28,126.9,400.0
2164,24,2,2024-03-11,105.72,253.0
2165,20,3,2024-12-25,109.09,371.0
2166,37,3,2024-03-29,93.8,212.0
2167,4,3,2024-09-18,87.2,444.0
2168,28,1,2024-12-31,111.41,441.0
2169,44,3,2024-07-06,91.2,null
2170,20,3,2024-04-21,133.81,64.0
2171,24,2,2024-08-26,108.17,5.0
2172,50,1,2024-09-12,108.91,146.0
2173,49,2,2024-05-29,78.81,72.0
2174,42,2,2024-05-06,53.63,397.0
2175,32,3,2024-11-14,108.9,105.0
2176,41,2,2024-09-30,90.06,330.0
2177,36,2,2024-11-28,119.68,36.0
2178,5,2,2024-05-18,81.75,147.0
2179,34,3,2024-04-12,null,415.0
2180,36,2,2024-08-29,122.39,256.0
2181,2,3,2024-04-26,108.74,228.0
2182,15,2,2024-08-01,79.97,349.0
2183,34,2,2024-01-17,100.68,365.0
2184,36,2,2024-06-27,138.07,279.0
2185,6,2,2024-08-11,null,416.0
2186,39,3,2024-09-26,97.04,113.0
2187,42,2,2024-11-08,117.9,11.0
2188,42,2,2024-12-14,107.05,194.0
2189,42,3,2024-05-13,128.87,224.0
2190,33,1,2024-04-23,115.1,250.0
2191,12,3,2024-05-11,118.13,389.0
2192,3,2,2024-05-18,129.85,249.0
2193,45,1,2024-12-30,94.02,351.0
2194,18,3,2024-08-19,88.02,269.0
2195,40,1,2024-04-01,73.09,342.0
2196,21,1,2024-09-23,95.78,448.0
2197,15,1,2024-04-08,73.83,291.0
2198,33,3,2024-07-25,107.31,83.0
2199,35,2,2024-01-08,87.73,29.0
2200,26,3,2024-11-16,119.25,407.0
2201,8,2,2024-04-02,115.57,null
2202,36,3,2024-06-06,null,80.0
2203,48,3,2024-12-25,119.53,95.0
2204,30,3,2024-04-08,102.98,400.0
2205,23,2,2024-08-12,64.57,410.0
2206,42,3,2024-12-05,null,259.0
2207,44,1,2024-07-26,85.52,122.0
2208,14,3,2024-03-13,100.2,124.0
2209,14,1,2024-02-28,91.42,23.0
2210,2,2,2024-10-13,89.42,441.0
2211,39,2,2024-03-04,111.62,393.0
2212,37,2,2024-09-12,115.74,435.0
2213,5,2,2024-02-17,87.63,216.0
2214,38,2,2024-10-05,83.01,289.0
2215,45,3,2024-07-16,125.28,462.0
2216,41,3,2024-06-06,154.52,92.0
2217,33,3,2024-11-06,81.16,24.0
2218,47,2,2024-01-07,117.82,107.0
2219,14,1,2024-09-04,97.22,306.0
2220,39,2,2024-08-19,113.52,52.0
2221,25,1,2024-04-15,80.94,199.0
2222,20,2,2024-04-07,74.97,294.0
2223,2,1,2024-09-24,77.55,300.0
2224,39,3,2024-02-29,88.72,345.0
2225,6,3,2024-11-03,95.31,382.0
2226,17,1,2024-05-19,118.9,56.0
2227,25,2,2024-11-23,83.33,194.0
2228,28,1,2024-07-08,87.24,45.0
2229,2,3,2024-05-04,141.61,436.0
2230,35,3,2024-06-11,101.07,385.0
2231,37,2,2024-02-29,105.71,343.0
2232,5,1,2024-01-31,114.91,239.0
2233,1,3,2024-11-28,89.52,372.0
2234,40,3,2024-03-16,99.63,232.0
2235,12,1,2024-08-30,93.55,466.0
2236,36,1,2024-11-12,98.34,320.0
2237,45,2,2024-09-14,116.86,239.0
2238,23,2,2024-07-08,113.49,392.0
2239,47,2,2024-11-10,54.35,482.0
2240,31,1,2024-10-22,119.96,427.0
2241,11,2,2024-06-25,93.09,136.0
2242,10,3,2024-10-14,107.9,285.0
2243,3,1,2024-10-20,91.85,13.0
2244,33,1,2024-12-13,98.96,385.0
2245,14,1,2024-07-25,126.31,29.0
2246,16,2,2024-08-02,106.72,178.0
2247,10,2,2024-12-09,125.28,293.0
2248,29,2,2024-05-20,98.98,257.0
2249,10,3,2024-03-25,96.9,108.0
2250,12,2,2024-06-30,100.24,69.0
2251,30,2,2024-11-27,74.61,373.0
2252,41,1,2024-05-07,46.18,176.0
2253,1,2,2024-09-25,84.39,183.0
2254,5,1,2024-02-08,120.54,242.0
2255,20,2,2024-01-23,128.41,194.0
2256,8,2,2024-08-29,59.95,367.0
2257,43,2,2024-12-31,125.73,319.0
2258,12,1,2024-04-16,88.15,22.0
2259,1,2,2024-12-13,71.47,350.0
2260,33,2,2024-05-21,121.18,11.0
2261,20,2,2024-05-24,89.89,285.0
2262,28,2,2024-10-06,152.31,362.0
2263,43,1,2024-09-01,86.54,259.0
2264,37,1,2024-07-09,94.47,173.0
2265,47,2,2024-10-16,80.47,205.0
2266,37,2,2024-06-27,103.0,248.0
2267,12,2,2024-04-21,115.94,259.0
2268,37,3,2024-08-01,65.39,330.0
2269,49,2,2024-05-17,113.12,452.0
2270,49,2,2024-07-18,91.83,270.0
2271,44,3,2024-01-07,82.78,471.0
2272,28,3,2024-12-11,71.98,81.0
2273,47,1,2024-01-13,119.57,321.0
2274,15,2,2024-03-20,105.73,441.0
2275,6,1,2024-10-12,88.36,399.0
2276,44,1,2024-06-07,115.59,188.0
2277,20,2,2024-09-28,110.6,438.0
2278,50,1,2024-07-19,117.36,373.0
2279,14,2,2024-05-29,132.81,386.0
2280,2,2,2024-10-22,104.35,338.0
2281,9,1,2024-10-19,138.65,448.0
2282,37,2,2024-11-29,128.55,231.0
2283,20,1,2024-09-28,115.67,470.0
2284,26,3,2024-02-12,66.18,28.0
2285,29,1,2024-11-14,102.2,350.0
2286,1,2,2024-01-15,104.93,461.0
2287,39,3,2024-09-04,104.31,323.0
2288,35,2,2024-06-20,97.8,3.0
2289,6,2,2024-08-05,112.92,237.0
2290,37,2,2024-05-16,115.58,181.0
2291,5,3,2024-11-16,66.56,410.0
2292,5,2,2024-08-14,127.1,4.0
2293,33,2,2024-02-13,70.47,400.0
2294,49,1,2024-01-20,91.88,348.0
2295,42,1,2024-04-28,82.25,72.0
2296,14,2,2024-08-21,85.56,182.0
2297,12,2,2024-12-01,121.73,104.0
2298,42,1,2024-12-21,102.43,272.0
2299,20,2,2024-09-18,113.65,287.0
2300,5,2,2024-03-23,112.64,87.0
2301,50,2,2024-01-31,61.7,386.0
2302,24,2,2024-11-17,88.85,73.0
2303,43,3,2024-09-30,114.97,91.0
2304,34,2,2024-08-21,113.14,173.0
2305,25,3,2024-01-28,64.87,310.0
2306,50,2,2024-09-08,120.6,187.0
2307,29,1,2024-11-19,112.32,443.0
2308,39,2,2024-09-09,80.74,406.0
2309,31,1,2024-08-26,108.17,236.0
2310,47,2,2024-11-09,95.42,162.0
2311,43,1,2024-06-23,109.84,73.0
2312,50,2,2024-07-12,64.0,225.0
2313,23,2,2024-06-28,92.95,384.0
2314,44,3,2024-10-21,123.61,230.0
2315,38,1,2024-08-02,110.78,254.0
2316,20,3,2024-07-21,115.83,440.0
2317,23,3,2024-09-06,95.33,162.0
2318,45,1,2024-12-27,111.29,355.0
2319,11,2,2024-09-13,96.74,250.0
2320,16,3,2024-03-15,81.5,495.0
2321,50,1,2024-12-09,94.96,410.0
2322,42,2,2024-07-20,129.08,199.0
2323,39,3,2024-05-21,122.65,429.0
2324,8,3,2024-07-24,80.16,240.0
2325,50,3,2024-07-17,91.65,237.0
2326,21,2,2024-06-19,81.52,475.0
2327,1,3,2024-11-11,103.59,76.0
2328,39,2,2024-08-15,119.95,465.0
2329,8,2,2024-06-27,140.64,405.0
2330,29,3,2024-12-31,71.45,427.0
2331,32,2,2024-10-01,117.17,342.0
2332,38,1,2024-03-02,99.85,474.0
2333,5,3,2024-11-22,92.66,295.0
2334,47,1,2024-07-22,81.29,397.0
2335,22,1,2024-05-12,135.6,490.0
2336,47,1,2024-03-12,67.42,426.0
2337,34,2,2024-03-18,90.2,45.0
2338,1,2,2024-07-07,107.35,343.0
2339,39,2,2024-12-21,109.07,179.0
2340,39,2,2024-03-11,124.94,222.0
2341,26,1,2024-09-19,82.39,375.0
2342,43,3,2024-11-01,112.49,17.0
2343,10,2,2024-02-15,98.74,219.0
2344,30,1,2024-08-11,100.8,84.0
2345,50,2,2024-11-23,90.81,191.0
2346,18,2,2024-09-06,103.24,391.0
2347,17,2,2024-03-16,97.15,439.0
2348,26,2,2024-03-14,92.87,132.0
2349,8,3,2024-05-21,89.5,497.0
2350,47,1,2024-03-13,107.45,287.0
2351,40,2,2024-04-11,73.38,94.0
2352,49,2,2024-04-03,96.15,95.0
2353,12,2,2024-03-09,84.65,184.0
2354,27,2,2024-03-05,null,132.0
2355,8,2,2024-07-11,null,82.0
2356,25,1,2024-03-02,117.34,340.0
2357,46,2,2024-01-20,113.18,296.0
2358,4,2,2024-08-28,105.84,360.0
2359,33,3,2024-07-21,103.45,112.0
2360,1,1,2024-10-26,96.18,303.0
2361,19,3,2024-07-13,95.81,306.0
